model,Scenario,Region,Variable,Unit,1,2000,2004,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2070,2080,2090,2100
PRIMES,EU8,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,856.8272768,749.5196663,747.33834,709.4399645,677.6721391,657.555901,605.4582284,481.1488224,271.1170221,187.6149206,,,,,
PRIMES,EU8,EU27,Final Energy|Industry,EJ/yr,,,,13.66251129,13.01095336,13.51530512,13.29558565,13.26037257,13.35711564,13.12308032,13.00869005,12.20072964,11.57968701,,,,,
PRIMES,EU8,EU27,Value Added|Industry,billion €2010/yr,,,,1841.18941,1856.559023,2048.776098,2262.219321,2460.654333,2646.170413,2843.076358,3041.679864,3254.739856,3476.913974,,,,,
PRIMES,EU8,Estonia,Emissions|CO2,Mt CO2/yr,,,,15.5799662,19.03204375,21.88231057,8.596495431,8.27463829,6.525494477,5.14293743,3.279804625,1.937346863,1.482074759,,,,,
PRIMES,EU8,Estonia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,15.5799662,19.03204375,21.88231057,8.596495431,8.27463829,6.525494477,5.14293743,3.279804625,1.937346863,1.482074759,,,,,
PRIMES,EU8,Estonia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,1.372846894,1.592502785,1.976639222,2.163561525,2.254025728,2.246797923,2.048616037,1.335116717,0.476371611,0.380293692,,,,,
PRIMES,EU8,Estonia,Final Energy|Industry,EJ/yr,,,,0.027020724,0.029216355,0.034941776,0.036858888,0.038838524,0.041362465,0.042054506,0.04187105,0.039272215,0.037053332,,,,,
PRIMES,EU8,Estonia,Value Added|Industry,billion €2010/yr,,,,1.864937384,2.225435534,2.864424749,3.3070919,3.760905629,4.256773595,4.729614914,5.073889465,5.457041215,5.800603915,,,,,
PRIMES,EU8,Finland,Emissions|CO2,Mt CO2/yr,,,,57.9668105,58.98997882,53.29021462,46.16378735,43.40702066,42.87809954,34.29687558,21.67435931,14.10589183,8.779660921,,,,,
PRIMES,EU8,Finland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,57.77732254,58.82424433,53.11810882,46.03186501,43.29173861,42.77175437,34.22547065,21.63044818,14.08555522,8.773426585,,,,,
PRIMES,EU8,Finland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,15.4681613,11.11615263,13.37977471,11.80916235,11.86847102,12.81947169,9.969156233,7.459195555,5.552800183,4.218302163,,,,,
PRIMES,EU8,Finland,Final Energy|Industry,EJ/yr,,,,0.502385187,0.473600867,0.484312362,0.471690462,0.460861762,0.452519522,0.449365909,0.447732776,0.421944316,0.407814674,,,,,
PRIMES,EU8,Finland,Value Added|Industry,billion €2010/yr,,,,34.0954344,35.76987176,40.45046968,44.06709078,46.87192781,49.3170977,52.44311424,56.16828694,59.93577609,63.80600401,,,,,
PRIMES,EU8,France,Emissions|CO2,Mt CO2/yr,,,,406.6405889,364.6588699,352.8757217,295.2914834,255.7517055,243.3537825,204.4691488,156.5271694,101.4424158,68.32650573,,,,,
PRIMES,EU8,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,399.7865846,358.3059857,346.3654948,289.9883832,251.3301885,239.4343358,201.711024,154.6528674,100.3985954,67.92336357,,,,,
PRIMES,EU8,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,80.54129998,74.23922474,69.91325288,58.46813897,53.68209825,52.25019477,50.32464914,47.77889845,26.43138817,19.98962017,,,,,
PRIMES,EU8,France,Final Energy|Industry,EJ/yr,,,,1.423602712,1.385061941,1.402005461,1.374863319,1.36780926,1.400751566,1.412173166,1.440700684,1.394301315,1.344660927,,,,,
PRIMES,EU8,France,Value Added|Industry,billion €2010/yr,,,,221.7543523,221.3250901,239.6840766,261.9059698,285.7282246,310.4762112,337.6483835,368.9499614,399.4870909,437.1265852,,,,,
PRIMES,EU8,Germany,Emissions|CO2,Mt CO2/yr,,,,881.0990915,803.3781294,796.9613223,682.6108585,615.331656,456.0738751,364.0407295,258.7247298,157.4660568,94.67420358,,,,,
PRIMES,EU8,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,881.0990878,803.378126,796.9613189,682.6108558,615.3316537,456.0738731,364.040728,258.724729,157.4660564,94.67420346,,,,,
PRIMES,EU8,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,178.7073243,143.4134319,142.382243,139.6323263,131.1307088,124.1477932,116.2645457,84.7722486,42.31668039,23.3389623,,,,,
PRIMES,EU8,Germany,Final Energy|Industry,EJ/yr,,,,2.330744267,2.173734489,2.23076717,2.163852967,2.107663867,2.064363167,2.006435708,1.935140241,1.762710015,1.575724598,,,,,
PRIMES,EU8,Germany,Value Added|Industry,billion €2010/yr,,,,501.507472,509.5909289,549.6532988,598.4546792,626.2712565,651.6060824,684.2681865,712.3523485,745.6942875,774.1323788,,,,,
PRIMES,EU8,Greece,Emissions|CO2,Mt CO2/yr,,,,104.0459632,96.15948093,97.1644348,83.7947627,70.61484991,58.09576999,49.29354261,41.25953336,25.37124311,19.24246829,,,,,
PRIMES,EU8,Greece,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,103.7705603,95.8835661,96.87669971,83.54785035,70.39859648,57.91017361,49.16547188,41.1716858,25.32160876,19.22306502,,,,,
PRIMES,EU8,Greece,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,16.1903688,14.8896851,15.3148573,15.69920057,15.28685102,14.81221751,14.34441105,13.81444725,5.00145695,4.023645897,,,,,
PRIMES,EU8,Greece,Final Energy|Industry,EJ/yr,,,,0.173482854,0.168939423,0.174800627,0.176410141,0.175021087,0.176468124,0.170967581,0.170432136,0.164594934,0.158054271,,,,,
PRIMES,EU8,Greece,Value Added|Industry,billion €2010/yr,,,,19.37268957,20.63731928,23.19593157,26.3730986,28.55193784,30.64516901,32.38353268,34.48048965,36.56135868,38.90740869,,,,,
PRIMES,EU8,Hungary,Emissions|CO2,Mt CO2/yr,,,,58.73778286,56.56049988,61.42304274,54.64579294,48.08405977,41.08241316,33.20801666,21.17421208,13.85816806,9.18627658,,,,,
PRIMES,EU8,Hungary,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,58.29014179,56.01867909,60.81483939,54.06271892,47.58012291,40.63675023,32.86317796,20.90683251,13.69458189,9.121145733,,,,,
PRIMES,EU8,Hungary,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,9.5205609,9.300203713,9.252286784,8.088217767,7.705534125,7.338031994,6.897655664,3.907733241,2.495580214,1.643377977,,,,,
PRIMES,EU8,Hungary,Final Energy|Industry,EJ/yr,,,,0.143600365,0.142311866,0.148701098,0.139205378,0.136437588,0.134089051,0.128100962,0.122689677,0.111104162,0.09847332,,,,,
PRIMES,EU8,Hungary,Value Added|Industry,billion €2010/yr,,,,17.3585644,16.69422375,18.41596708,20.05052766,21.59405591,22.92396127,24.16722733,25.0986654,25.73301125,26.31700769,,,,,
PRIMES,EU8,Ireland,Emissions|CO2,Mt CO2/yr,,,,48.16265878,45.20014454,46.64937789,40.83833127,37.12549985,33.30757699,29.42711653,24.03554599,16.50196499,12.47539175,,,,,
PRIMES,EU8,Ireland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,48.02701738,45.05599869,46.4991532,40.71790938,37.02161774,33.21366361,29.36124224,23.99161695,16.47878268,12.46677578,,,,,
PRIMES,EU8,Ireland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,7.485215815,5.012362896,5.202750585,5.038333705,4.903820669,4.732576561,4.377166618,4.222530335,2.538483828,2.124580422,,,,,
PRIMES,EU8,Ireland,Final Energy|Industry,EJ/yr,,,,0.103867832,0.093977478,0.103370381,0.106567951,0.109643647,0.116085971,0.117354279,0.119189144,0.114149985,0.110045285,,,,,
PRIMES,EU8,Ireland,Value Added|Industry,billion €2010/yr,,,,32.9552952,35.31449865,41.33663655,47.72595789,53.48167038,59.55147979,65.49107966,71.4164889,76.775821,82.99398658,,,,,
PRIMES,EU8,Italy,Emissions|CO2,Mt CO2/yr,,,,478.1143532,440.0439867,450.6555311,396.0047743,374.3415691,328.8047429,277.5374489,197.6916192,116.5638722,76.75576958,,,,,
PRIMES,EU8,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,474.5163293,436.8881499,447.2045776,393.0759847,371.8091335,326.5712354,275.9265613,196.5881679,115.928801,76.51369128,,,,,
PRIMES,EU8,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,101.7530773,88.01165205,84.65263363,84.55228171,80.71605249,80.6478874,70.83905081,60.9291023,32.3925844,22.87110452,,,,,
PRIMES,EU8,Italy,Final Energy|Industry,EJ/yr,,,,1.755338976,1.663379585,1.698224575,1.709241603,1.733118074,1.782931173,1.751631184,1.734032582,1.672405803,1.697625864,,,,,
PRIMES,EU8,Italy,Value Added|Industry,billion €2010/yr,,,,257.2306437,242.1612167,257.7240519,285.2850658,319.1714686,351.8914141,377.1649513,404.7339422,439.4043548,478.6891066,,,,,
PRIMES,EU8,Latvia,Emissions|CO2,Mt CO2/yr,,,,7.945936505,8.627654621,9.343074951,8.360268648,7.209330202,7.057777645,6.482804086,5.101871912,3.770655387,3.10545962,,,,,
PRIMES,EU8,Latvia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,7.894367053,8.574711482,9.280591192,8.305511887,7.160745324,7.016226712,6.452735153,5.07904131,3.756311247,3.09927183,,,,,
PRIMES,EU8,Latvia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,1.31971658,1.228629936,1.180185626,1.054695469,0.975035878,0.82744883,0.601913017,0.524956745,0.431749139,0.345598064,,,,,
PRIMES,EU8,Latvia,Final Energy|Industry,EJ/yr,,,,0.029538016,0.027687996,0.027414224,0.025036219,0.023967527,0.0237965,0.023207031,0.022792346,0.020927539,0.019180981,,,,,
PRIMES,EU8,Latvia,Value Added|Industry,billion €2010/yr,,,,1.611668346,1.504894381,1.65657089,1.736033132,1.793693852,1.914916809,1.972100584,2.06111512,2.124310416,2.149863789,,,,,
PRIMES,EU8,Lithuania,Emissions|CO2,Mt CO2/yr,,,,14.18279913,15.0221857,15.97587176,14.78961037,14.34554719,14.21754413,12.38910388,10.41418803,6.877705048,4.775416478,,,,,
PRIMES,EU8,Lithuania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,14.06647997,14.89690518,15.84166805,14.67997432,14.25055594,14.13605795,12.33205948,10.37383615,6.855436685,4.766843035,,,,,
PRIMES,EU8,Lithuania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,2.945425442,2.694838028,2.952923959,2.873238576,2.754362879,2.584868071,2.510190089,2.421140507,2.212244398,2.049846084,,,,,
PRIMES,EU8,Lithuania,Final Energy|Industry,EJ/yr,,,,0.041650838,0.040698466,0.044534439,0.042731543,0.042487042,0.042344065,0.041041204,0.042229667,0.038131924,0.033889301,,,,,
PRIMES,EU8,Lithuania,Value Added|Industry,billion €2010/yr,,,,4.238231093,4.720709259,5.785027996,6.560637153,6.974560719,7.238391218,7.391706867,7.531576746,7.574074203,7.550004811,,,,,
PRIMES,EU8,Luxembourg,Emissions|CO2,Mt CO2/yr,,,,13.19894233,12.96226828,13.73349946,12.44190886,11.89782913,11.02871094,9.024273519,7.376432312,5.25717189,4.116500531,,,,,
PRIMES,EU8,Luxembourg,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,13.17966233,12.93685917,13.69723013,12.40226454,11.86606635,11.00199311,9.000989814,7.355472215,5.242982983,4.110440559,,,,,
PRIMES,EU8,Luxembourg,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,2.274235792,2.004673321,2.187794366,2.081292239,1.958287761,1.879166771,1.773496682,1.636244903,1.419560229,1.220071982,,,,,
PRIMES,EU8,Luxembourg,Final Energy|Industry,EJ/yr,,,,0.039258076,0.037533768,0.042077458,0.042046983,0.042418067,0.043182864,0.041696411,0.040776048,0.037667415,0.035715484,,,,,
PRIMES,EU8,Luxembourg,Value Added|Industry,billion €2010/yr,,,,2.742165736,2.84936547,3.457463162,3.932384433,4.320184839,4.675194858,5.093457327,5.528049585,6.019700435,6.575681696,,,,,
PRIMES,EU8,Netherlands,Emissions|CO2,Mt CO2/yr,,,,180.7217073,175.1408541,175.2518155,152.5102411,129.2819966,112.8058787,92.2707655,71.25377989,48.78937285,27.98520464,,,,,
PRIMES,EU8,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,179.0470191,173.9483863,174.0914586,151.602268,128.4560802,112.1009694,91.78827477,70.9442413,48.62938942,27.93588746,,,,,
PRIMES,EU8,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,32.31755621,28.54927596,28.24324946,25.50348645,22.36114545,20.53976928,20.03349874,18.18697598,11.24621955,4.962953093,,,,,
PRIMES,EU8,Netherlands,Final Energy|Industry,EJ/yr,,,,0.625089305,0.603899988,0.608337372,0.563979108,0.535709693,0.521696379,0.504914204,0.495319698,0.448917409,0.409352714,,,,,
PRIMES,EU8,Netherlands,Value Added|Industry,billion €2010/yr,,,,68.084324,68.77922779,73.07108464,76.39958621,79.69126598,82.72770095,86.32368472,91.15052661,95.79624477,101.9463482,,,,,
PRIMES,EU8,Poland,Emissions|CO2,Mt CO2/yr,,,,308.0402856,323.2543782,343.5751548,302.7287639,287.2304084,251.3027514,176.0792582,101.8554443,45.08022871,26.2512274,,,,,
PRIMES,EU8,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,306.6810463,321.9960132,342.1250795,301.3357359,286.0564486,250.2837873,175.3091038,101.2611798,44.70214747,26.1046308,,,,,
PRIMES,EU8,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,48.91304717,51.84193869,54.71850545,49.307208,46.95611767,44.84350271,37.7629435,22.92760237,11.29933085,7.568504644,,,,,
PRIMES,EU8,Poland,Final Energy|Industry,EJ/yr,,,,0.689256412,0.727678855,0.791939442,0.751409392,0.736162082,0.724750944,0.673600731,0.641077548,0.567734609,0.536834787,,,,,
PRIMES,EU8,Poland,Value Added|Industry,billion €2010/yr,,,,44.36042928,56.25610032,68.07373586,76.10134174,83.53307375,87.1993127,92.5706319,93.63360121,95.06789339,95.5006929,,,,,
PRIMES,EU8,Portugal,Emissions|CO2,Mt CO2/yr,,,,69.59081863,58.45880957,55.57751773,42.68858531,39.27662952,35.84171235,30.4094382,26.77697869,17.00851197,12.36169274,,,,,
PRIMES,EU8,Portugal,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,68.17072785,57.33094509,54.53205233,41.81199042,38.52566808,35.20203442,29.94683689,26.44033472,16.81662437,12.28858443,,,,,
PRIMES,EU8,Portugal,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,13.46776511,11.29659268,10.23816317,9.441084371,8.86793079,8.705203365,8.787572239,8.596461614,3.313574913,2.497743744,,,,,
PRIMES,EU8,Portugal,Final Energy|Industry,EJ/yr,,,,0.238201227,0.214329744,0.205374594,0.195799823,0.196658561,0.20435828,0.204108041,0.21024111,0.204299813,0.194381513,,,,,
PRIMES,EU8,Portugal,Value Added|Industry,billion €2010/yr,,,,20.87542152,19.37308395,20.3490583,21.89715115,24.03627722,26.46761322,28.94224747,32.17023756,34.92029506,37.2535924,,,,,
PRIMES,EU8,Romania,Emissions|CO2,Mt CO2/yr,,,,106.551247,96.29207653,100.052463,95.58470621,88.12589884,79.55842338,57.6140951,34.91676404,22.55345478,15.14410646,,,,,
PRIMES,EU8,Romania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,106.1926112,95.99888481,99.76740266,95.33362389,87.90096982,79.36238235,57.46231811,34.79486433,22.47675463,15.11098311,,,,,
PRIMES,EU8,Romania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,37.37330788,31.49331191,32.05800341,30.72755501,29.40994583,27.17253557,22.17701882,9.964432172,6.306723346,3.94736567,,,,,
PRIMES,EU8,Romania,Final Energy|Industry,EJ/yr,,,,0.414679993,0.378455809,0.398838443,0.396747385,0.402049293,0.391695061,0.373372386,0.359052546,0.31608811,0.284920934,,,,,
PRIMES,EU8,Romania,Value Added|Industry,billion €2010/yr,,,,17.82235768,18.642791,22.76931511,27.42091531,31.89136494,34.87676517,38.0939093,42.48751112,46.23393837,49.75090984,,,,,
PRIMES,EU8,Slovakia,Emissions|CO2,Mt CO2/yr,,,,40.62884847,38.80593078,43.95910827,39.69521563,37.64807379,33.5276728,27.74432776,16.33329796,11.09293651,5.85402547,,,,,
PRIMES,EU8,Slovakia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,40.48303044,38.59703241,43.31959465,38.87390922,36.98293396,32.93806816,27.29346591,15.98441709,10.88109715,5.76384972,,,,,
PRIMES,EU8,Slovakia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,14.20774657,12.86686972,14.39695591,13.40888188,12.87322169,11.69819035,9.504163683,4.692724131,3.207797897,2.15806974,,,,,
PRIMES,EU8,Slovakia,Final Energy|Industry,EJ/yr,,,,0.187140201,0.170211853,0.194778444,0.1864154,0.178974812,0.175515784,0.158596132,0.147794446,0.126513506,0.110096218,,,,,
PRIMES,EU8,Slovakia,Value Added|Industry,billion €2010/yr,,,,8.517761126,10.78211858,14.41855043,17.31285977,18.91215765,19.62793466,20.21101112,20.46789408,20.42800478,20.45567858,,,,,
PRIMES,EU8,Slovenia,Emissions|CO2,Mt CO2/yr,,,,16.40252587,16.88694689,18.68162467,16.65080859,13.05327494,11.52850345,9.440295109,7.474674912,4.878883267,3.11943636,,,,,
PRIMES,EU8,Slovenia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,16.23889496,16.72821633,18.50033182,16.4946794,12.9111141,11.40469832,9.354882844,7.422200079,4.852874452,3.111967262,,,,,
PRIMES,EU8,Slovenia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,3.273726741,3.170579735,3.305924272,3.214256875,2.628392011,2.341588314,2.22227292,1.853525242,0.791523779,0.576631796,,,,,
PRIMES,EU8,Slovenia,Final Energy|Industry,EJ/yr,,,,0.069361678,0.06698549,0.077159544,0.078892872,0.074172776,0.070228616,0.066953193,0.063130432,0.057925326,0.053076122,,,,,
PRIMES,EU8,Slovenia,Value Added|Industry,billion €2010/yr,,,,6.608163014,7.544034837,8.812013262,9.954429565,10.48318597,10.59293235,10.88139598,11.00877022,11.16282219,11.34630547,,,,,
PRIMES,EU8,Spain,Emissions|CO2,Mt CO2/yr,,,,367.2049488,320.0130876,330.2920692,299.9253948,283.1047704,269.1934806,241.6673114,194.1146641,127.88227,87.84700139,,,,,
PRIMES,EU8,Spain,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,363.5908,316.4531981,326.2843961,296.4236876,279.8955299,266.3091403,239.5365189,192.6734719,127.090687,87.55965423,,,,,
PRIMES,EU8,Spain,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,82.17769751,73.24500615,73.45777557,74.69279974,76.53969239,79.42974767,79.4464998,75.40541139,45.2786998,33.57631975,,,,,
PRIMES,EU8,Spain,Final Energy|Industry,EJ/yr,,,,1.302081714,1.287585945,1.39494062,1.475709068,1.589272311,1.67867307,1.725101165,1.763068322,1.69953006,1.647368351,,,,,
PRIMES,EU8,Spain,Value Added|Industry,billion €2010/yr,,,,139.3023832,142.6717826,167.0988035,199.4640234,234.5398173,263.6454575,294.561549,320.5909475,346.7635472,372.5070201,,,,,
PRIMES,EU8,Sweden,Emissions|CO2,Mt CO2/yr,,,,54.2451206,48.52980795,47.51021394,39.75471536,37.0473386,34.55402261,30.29106467,24.62935736,19.54844407,14.91004491,,,,,
PRIMES,EU8,Sweden,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,53.31640081,47.69876456,46.58604402,38.98553388,36.40536714,33.99173482,29.8943081,24.3660204,19.40586442,14.85891183,,,,,
PRIMES,EU8,Sweden,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,17.0729081,12.83373404,12.67436187,11.25208799,11.05903029,10.97781621,9.982127885,8.793074719,7.406693229,6.227525613,,,,,
PRIMES,EU8,Sweden,Final Energy|Industry,EJ/yr,,,,0.506497892,0.44950788,0.435351551,0.409991337,0.401457139,0.406556694,0.401004827,0.396132325,0.377026586,0.362805409,,,,,
PRIMES,EU8,Sweden,Value Added|Industry,billion €2010/yr,,,,55.7709451,57.06165001,66.03283531,73.08360377,79.94009138,87.47123773,95.51490462,104.3600715,114.4326249,125.1974151,,,,,
PRIMES,EU8,UK,Emissions|CO2,Mt CO2/yr,,,,579.4909518,539.856946,515.7173715,386.13747,325.8595265,301.4898829,274.7106704,203.8075514,139.2233131,101.7210521,,,,,
PRIMES,EU8,UK,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,573.1740808,534.1375105,509.8829068,381.1890076,321.6253227,297.8453722,271.9302839,201.9191147,138.2218247,101.3579952,,,,,
PRIMES,EU8,UK,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,79.87972471,72.43897525,67.80638877,61.87896711,60.11813073,59.29945671,56.41376444,42.48155505,28.87884565,21.1417528,,,,,
PRIMES,EU8,UK,Final Energy|Industry,EJ/yr,,,,1.439118487,1.356299098,1.383952443,1.341133639,1.330533139,1.328577861,1.302912267,1.314025111,1.238701599,1.168754024,,,,,
PRIMES,EU8,UK,Value Added|Industry,billion €2010/yr,,,,230.8101925,221.9147816,240.2126257,257.173832,278.6840236,301.3287675,327.9633457,357.826991,390.6634382,422.7000697,,,,,
PRIMES,EU9,Austria,Emissions|CO2,Mt CO2/yr,,,,83.15017492,77.99194054,77.68414208,66.21659979,58.31353168,55.2233744,46.58700411,39.38228528,20.87527459,13.53576206,,,,,
PRIMES,EU9,Austria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,82.7554733,77.61511389,77.30718328,65.89900347,58.03454125,54.98246174,46.42417647,39.26194091,20.8013221,13.50231811,,,,,
PRIMES,EU9,Austria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,26.06984364,24.12669593,24.15862683,23.67033932,23.24081922,23.43389795,19.85284626,17.53161922,8.006047892,5.496031037,,,,,
PRIMES,EU9,Austria,Final Energy|Industry,EJ/yr,,,,0.360137182,0.355855126,0.360954414,0.347661262,0.34452907,0.346688294,0.330085551,0.321477029,0.30086204,0.28138172,,,,,
PRIMES,EU9,Austria,Value Added|Industry,billion €2010/yr,,,,46.83667598,49.20195301,54.69831711,60.0769929,65.53943177,70.60479517,75.75257381,81.85794575,88.15484447,95.12642041,,,,,
PRIMES,EU9,Belgium,Emissions|CO2,Mt CO2/yr,,,,117.5473421,107.2140769,111.7388192,99.00098902,98.59472892,93.2362131,78.18898996,59.07340051,36.28545949,23.09050702,,,,,
PRIMES,EU9,Belgium,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,117.2860063,106.9551118,111.4744763,98.7518111,98.38317574,93.05866534,78.06714398,58.98094039,36.2262081,23.06455304,,,,,
PRIMES,EU9,Belgium,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,32.24189948,27.61221145,29.44252454,29.84432093,28.85478144,28.80570902,25.77339207,23.49982449,12.61242221,9.026344219,,,,,
PRIMES,EU9,Belgium,Final Energy|Industry,EJ/yr,,,,0.567890415,0.501031152,0.552723247,0.549480285,0.524636304,0.523536366,0.494709895,0.474401979,0.438715579,0.408169955,,,,,
PRIMES,EU9,Belgium,Value Added|Industry,billion €2010/yr,,,,48.54911449,47.7080578,56.29277994,63.3182946,66.74278962,72.50293626,78.33817781,84.46258164,91.23698842,98.49992389,,,,,
PRIMES,EU9,Bulgaria,Emissions|CO2,Mt CO2/yr,,,,50.20618735,60.60198871,57.24901064,49.01586526,43.59156552,34.32319048,27.42797876,21.3530013,11.78807296,8.131565056,,,,,
PRIMES,EU9,Bulgaria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,50.20618735,60.60198871,57.24901064,49.01586526,43.59156552,34.32319048,27.42797876,21.3530013,11.78807296,8.131565056,,,,,
PRIMES,EU9,Bulgaria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,12.62973251,13.6563223,14.88661516,15.2185313,15.59925219,15.2849153,12.00268757,10.29493636,4.913113054,3.908216182,,,,,
PRIMES,EU9,Bulgaria,Final Energy|Industry,EJ/yr,,,,0.155766839,0.155993944,0.176844694,0.180780647,0.182214929,0.182772692,0.17193747,0.167067791,0.153568797,0.143018617,,,,,
PRIMES,EU9,Bulgaria,Value Added|Industry,billion €2010/yr,,,,3.417270192,4.117017064,5.374043661,6.587433953,7.566078565,8.440643178,9.378707192,10.45025296,11.01429801,11.60519992,,,,,
PRIMES,EU9,Czech Republic,Emissions|CO2,Mt CO2/yr,,,,129.7976707,123.2383893,113.8292654,108.1563794,92.88615901,88.04115409,73.16071428,56.07893755,22.96843379,14.08523546,,,,,
PRIMES,EU9,Czech Republic,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,129.1399507,122.3919486,112.727756,107.1111896,91.98828767,87.3358468,72.66340647,55.68250553,22.69999553,13.95431808,,,,,
PRIMES,EU9,Czech Republic,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,32.2311838,26.09663999,27.75205642,26.81795383,27.05047176,26.42594458,21.03284263,16.02875565,7.53367238,5.362466269,,,,,
PRIMES,EU9,Czech Republic,Final Energy|Industry,EJ/yr,,,,0.401653756,0.381864072,0.421828377,0.41129706,0.407481316,0.403492022,0.374540699,0.354697837,0.318878031,0.293873846,,,,,
PRIMES,EU9,Czech Republic,Value Added|Industry,billion €2010/yr,,,,26.0392196,30.33181661,35.7971092,40.07194073,43.39402869,46.19972614,48.79323168,51.23100602,53.72327384,55.97576497,,,,,
PRIMES,EU9,Denmark,Emissions|CO2,Mt CO2/yr,,,,51.07080727,48.13658226,43.78682386,35.6967721,33.36427497,31.06088271,25.49823453,18.25332328,11.47428593,7.526672019,,,,,
PRIMES,EU9,Denmark,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,50.51823988,47.62351895,43.25412153,35.2485188,32.98175965,30.69409383,25.2618688,18.07711189,11.36827444,7.481561876,,,,,
PRIMES,EU9,Denmark,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,6.536920133,5.912582032,5.164183639,5.159514056,5.175005751,5.082079201,4.293717477,3.700598261,1.884611546,1.197284708,,,,,
PRIMES,EU9,Denmark,Final Energy|Industry,EJ/yr,,,,0.120002136,0.109596858,0.104311369,0.100020679,0.100545695,0.100072755,0.096006376,0.093529943,0.090492403,0.088247345,,,,,
PRIMES,EU9,Denmark,Value Added|Industry,billion €2010/yr,,,,27.43021049,27.15358424,28.97852403,30.96603897,33.77477138,36.20386425,38.82375514,41.91953127,45.2205809,49.42090348,,,,,
